arxiv_id_clean,first_author_prior_papers_true,last_author_prior_papers_true,max_prior_papers_true,max_years_active,first_author_first_year,last_author_first_year,tierB_resolved
2505.07447,7.0,9.0,9.0,4.0,2021.0,2023.0,True
2505.07591,27.0,93.0,93.0,10.0,2022.0,2015.0,True
2505.07596,5.0,144.0,144.0,17.0,2023.0,2008.0,True
2505.07608,3.0,2.0,3.0,1.0,2024.0,2025.0,True
2505.07675,0.0,7.0,7.0,1.0,2025.0,2024.0,True
2505.07704,,,,,,,False
2505.07747,7.0,6.0,7.0,2.0,2023.0,2023.0,True
2505.07782,6.0,7.0,7.0,2.0,2024.0,2023.0,True
2505.07787,9.0,6.0,9.0,2.0,2023.0,2024.0,True
2505.07793,2.0,9.0,9.0,4.0,2022.0,2021.0,True
2505.07796,4.0,22.0,22.0,16.0,2023.0,2009.0,True
2505.07812,24.0,49.0,49.0,24.0,2001.0,2023.0,True
2505.07818,2.0,2.0,2.0,3.0,2022.0,2024.0,True
2505.07819,2.0,4.0,4.0,1.0,2024.0,2024.0,True
2505.07849,25.0,22.0,25.0,5.0,2020.0,2022.0,True
2505.07916,21.0,3.0,21.0,8.0,2023.0,2017.0,True
2505.08084,2.0,4.0,4.0,2.0,2024.0,2023.0,True
2505.08175,13.0,4.0,13.0,3.0,2022.0,2024.0,True
2505.08311,16.0,7.0,16.0,8.0,2017.0,2025.0,True
2505.08445,5.0,194.0,194.0,17.0,2018.0,2008.0,True
2505.08455,20.0,22.0,22.0,6.0,2019.0,2019.0,True
2505.08581,2.0,9.0,9.0,1.0,2024.0,2024.0,True
2505.08617,10.0,3.0,10.0,4.0,2022.0,2021.0,True
2505.08638,5.0,5.0,5.0,2.0,2023.0,2023.0,True
2505.08665,2.0,0.0,2.0,1.0,2024.0,2025.0,True
2505.08712,0.0,29.0,29.0,2.0,2025.0,2023.0,True
2505.08727,1.0,1.0,1.0,1.0,2024.0,2024.0,True
2505.08751,5.0,16.0,16.0,10.0,2015.0,2023.0,True
2505.08787,4.0,0.0,4.0,31.0,1994.0,2025.0,True
2505.08910,6.0,113.0,113.0,12.0,2013.0,2013.0,True
2505.09027,3.0,3.0,3.0,1.0,2024.0,2024.0,True
2505.09263,1.0,13.0,13.0,2.0,2024.0,2023.0,True
2505.09264,12.0,12.0,12.0,2.0,2023.0,2023.0,True
2505.09265,12.0,12.0,12.0,2.0,2023.0,2023.0,True
2505.09343,10.0,0.0,10.0,1.0,2024.0,,True
2505.09358,6.0,10.0,10.0,3.0,2022.0,2023.0,True
2505.09388,7.0,5.0,7.0,3.0,2022.0,2024.0,True
2505.09439,15.0,9.0,15.0,4.0,2021.0,2023.0,True
2505.09558,29.0,12.0,29.0,4.0,2023.0,2021.0,True
2505.09568,1.0,8.0,8.0,1.0,2025.0,2024.0,True
2505.09569,6.0,45.0,45.0,17.0,2022.0,2008.0,True
2505.09601,3.0,3.0,3.0,1.0,2024.0,2024.0,True
2505.09608,1.0,28.0,28.0,4.0,2023.0,2021.0,True
2505.09666,0.0,16.0,16.0,2.0,2025.0,2023.0,True
2505.09694,0.0,12.0,12.0,8.0,2025.0,2017.0,True
2505.09723,0.0,12.0,12.0,8.0,2025.0,2017.0,True
2505.09738,0.0,2.0,2.0,1.0,,2024.0,True
2505.09924,0.0,0.0,0.0,0.0,2025.0,2025.0,True
2505.09926,15.0,1.0,15.0,5.0,2023.0,2020.0,True
2505.09990,2.0,32.0,32.0,3.0,2023.0,2022.0,True
2505.10046,0.0,8.0,8.0,1.0,2026.0,2024.0,True
2505.10167,6.0,38.0,38.0,15.0,2023.0,2010.0,True
2505.10176,11.0,8.0,11.0,2.0,2023.0,2023.0,True
2505.10185,2.0,5.0,5.0,3.0,2024.0,2022.0,True
2505.10238,3.0,4.0,4.0,1.0,2024.0,2024.0,True
2505.10251,9.0,10.0,10.0,2.0,2024.0,2023.0,True
2505.10320,16.0,31.0,31.0,8.0,2022.0,2017.0,True
2505.10420,2.0,475.0,475.0,19.0,2023.0,2006.0,True
2505.10468,39.0,27.0,39.0,9.0,2016.0,2024.0,True
2505.10475,12.0,3.0,12.0,4.0,2021.0,2024.0,True
2505.10496,7.0,20.0,20.0,2.0,2023.0,2023.0,True
2505.10518,0.0,5.0,5.0,1.0,2025.0,2024.0,True
2505.10527,6.0,20.0,20.0,3.0,2022.0,2024.0,True
2505.10554,10.0,11.0,11.0,5.0,2023.0,2020.0,True
2505.10557,10.0,11.0,11.0,2.0,2023.0,2023.0,True
2505.10558,2.0,9.0,9.0,2.0,2023.0,2023.0,True
2505.10562,7.0,3.0,7.0,2.0,2023.0,2023.0,True
2505.10565,32.0,2.0,32.0,2.0,2023.0,2024.0,True
2505.10566,6.0,1.0,6.0,4.0,2021.0,2024.0,True
2505.10588,5.0,17.0,17.0,28.0,1997.0,2001.0,True
2505.10610,20.0,315.0,315.0,53.0,2020.0,1972.0,True
2505.10769,0.0,3.0,3.0,1.0,2025.0,2024.0,True
2505.10831,6.0,6.0,6.0,2.0,2023.0,2023.0,True
2505.10852,6.0,12.0,12.0,2.0,2024.0,2023.0,True
2505.10887,14.0,3.0,14.0,13.0,2012.0,2024.0,True
2505.10962,1.0,27.0,27.0,3.0,2025.0,2022.0,True
2505.11011,3.0,29.0,29.0,27.0,2020.0,1998.0,True
2505.11049,3.0,15.0,15.0,3.0,2025.0,2022.0,True
2505.11080,7.0,115.0,115.0,14.0,2022.0,2011.0,True
2505.11107,15.0,80.0,80.0,27.0,2021.0,1998.0,True
2505.11140,31.0,30.0,31.0,7.0,2019.0,2018.0,True
2505.11152,5.0,4.0,5.0,2.0,2023.0,2024.0,True
2505.11196,10.0,103.0,103.0,90.0,2023.0,1935.0,True
2505.11254,11.0,8.0,11.0,4.0,2021.0,2023.0,True
2505.11277,7.0,3.0,7.0,2.0,2023.0,2024.0,True
2505.11315,13.0,8.0,13.0,7.0,2018.0,2020.0,True
2505.11365,11.0,1.0,11.0,6.0,2019.0,2025.0,True
2505.11409,1.0,6.0,6.0,1.0,2025.0,2024.0,True
2505.11427,1.0,56.0,56.0,5.0,2025.0,2020.0,True
2505.11454,5.0,20.0,20.0,15.0,2024.0,2010.0,True
2505.11475,20.0,45.0,45.0,18.0,2019.0,2007.0,True
2505.11480,18.0,5.0,18.0,5.0,2020.0,2024.0,True
2505.11484,10.0,8.0,10.0,6.0,2019.0,2021.0,True
2505.11493,7.0,17.0,17.0,6.0,2019.0,2023.0,True
2505.11497,6.0,0.0,6.0,2.0,2023.0,2025.0,True
2505.11594,12.0,5.0,12.0,5.0,2021.0,2020.0,True
2505.11711,7.0,2.0,7.0,4.0,2021.0,2024.0,True
2505.11730,9.0,4.0,9.0,2.0,2023.0,2024.0,True
2505.11733,7.0,5.0,7.0,2.0,2023.0,2024.0,True
2505.11754,7.0,2.0,7.0,5.0,2020.0,2024.0,True
2505.11820,3.0,39.0,39.0,3.0,2024.0,2022.0,True
2505.11821,15.0,10.0,15.0,19.0,2006.0,2023.0,True
2505.11855,7.0,3.0,7.0,2.0,2024.0,2023.0,True
2505.11881,4.0,0.0,4.0,1.0,2024.0,2026.0,True
2505.11896,7.0,4.0,7.0,4.0,2021.0,2023.0,True
2505.11932,4.0,56.0,56.0,60.0,2024.0,1965.0,True
2505.11966,7.0,0.0,7.0,1.0,2024.0,2025.0,True
2505.11988,10.0,24.0,24.0,9.0,2020.0,2016.0,True
2505.12058,5.0,5.0,5.0,0.0,2025.0,2025.0,True
2505.12081,4.0,13.0,13.0,1.0,2024.0,2024.0,True
2505.12082,12.0,1.0,12.0,2.0,2023.0,2024.0,True
2505.12120,2.0,4.0,4.0,1.0,2024.0,2024.0,True
2505.12154,18.0,20.0,20.0,12.0,2021.0,2013.0,True
2505.12182,13.0,2.0,13.0,3.0,2022.0,2024.0,True
2505.12257,0.0,0.0,0.0,0.0,2025.0,2025.0,True
2505.12306,7.0,9.0,9.0,1.0,2024.0,2024.0,True
2505.12346,2.0,41.0,41.0,8.0,2024.0,2017.0,True
2505.12448,4.0,18.0,18.0,2.0,2023.0,2023.0,True
2505.12504,9.0,1.0,9.0,3.0,2022.0,2025.0,True
2505.12650,1.0,1.0,1.0,1.0,2024.0,2025.0,True
2505.12667,1.0,8.0,8.0,1.0,2024.0,2024.0,True
2505.12781,2.0,1.0,2.0,2.0,2023.0,2023.0,True
2505.12805,31.0,8.0,31.0,7.0,2018.0,2024.0,True
2505.12849,0.0,3.0,3.0,0.0,2025.0,2025.0,True
2505.12872,14.0,2.0,14.0,6.0,2019.0,2023.0,True
2505.12891,5.0,5.0,5.0,5.0,2020.0,2024.0,True
2505.12973,2.0,36.0,36.0,16.0,2024.0,2009.0,True
2505.12992,17.0,23.0,23.0,7.0,2018.0,2023.0,True
2505.12996,6.0,50.0,50.0,2.0,2024.0,2023.0,True
2505.13010,2.0,0.0,2.0,1.0,2024.0,2025.0,True
2505.13103,4.0,9.0,9.0,3.0,2022.0,2023.0,True
2505.13136,3.0,20.0,20.0,6.0,2021.0,2019.0,True
2505.13138,17.0,0.0,17.0,7.0,2018.0,,True
2505.13157,2.0,7.0,7.0,19.0,2023.0,2006.0,True
2505.13180,3.0,15.0,15.0,6.0,2024.0,2019.0,True
2505.13181,19.0,3.0,19.0,5.0,2020.0,2024.0,True
2505.13215,2.0,15.0,15.0,2.0,2024.0,2023.0,True
2505.13227,3.0,5.0,5.0,1.0,2024.0,2024.0,True
2505.13237,8.0,0.0,8.0,2.0,2023.0,2025.0,True
2505.13308,0.0,4.0,4.0,1.0,2025.0,2024.0,True
2505.13344,0.0,8.0,8.0,2.0,2025.0,2023.0,True
2505.13379,34.0,7.0,34.0,16.0,2009.0,2024.0,True
2505.13380,6.0,23.0,23.0,2.0,2023.0,2023.0,True
2505.13388,9.0,108.0,108.0,10.0,2024.0,2015.0,True
2505.13389,8.0,2.0,8.0,1.0,2024.0,2025.0,True
2505.13417,18.0,107.0,107.0,22.0,2021.0,2003.0,True
2505.13426,16.0,25.0,25.0,5.0,2020.0,2021.0,True
2505.13427,3.0,2.0,3.0,1.0,2024.0,2024.0,True
2505.13430,0.0,3.0,3.0,2.0,2025.0,2023.0,True
2505.13437,2.0,2.0,2.0,2.0,2025.0,2023.0,True
2505.13438,9.0,24.0,24.0,19.0,2006.0,2023.0,True
2505.13444,15.0,7.0,15.0,5.0,2020.0,2023.0,True
2505.13508,0.0,4.0,4.0,1.0,2025.0,2024.0,True
2505.13511,77.0,21.0,77.0,7.0,2018.0,2022.0,True
2505.13529,6.0,39.0,39.0,9.0,2023.0,2016.0,True
2505.13547,5.0,1.0,5.0,1.0,2024.0,2025.0,True
2505.13559,3.0,109.0,109.0,31.0,2023.0,1994.0,True
2505.13718,1.0,1.0,1.0,0.0,2025.0,2025.0,True
2505.13731,24.0,2.0,24.0,3.0,2022.0,2025.0,True
2505.13778,13.0,17.0,17.0,3.0,2024.0,2022.0,True
2505.13840,11.0,49.0,49.0,4.0,2023.0,2021.0,True
2505.13866,2.0,6.0,6.0,5.0,2024.0,2020.0,True
2505.13909,3.0,4.0,4.0,4.0,2024.0,2021.0,True
2505.13934,11.0,2.0,11.0,3.0,2022.0,2024.0,True
2505.13946,16.0,6.0,16.0,3.0,2022.0,2024.0,True
2505.13988,8.0,3.0,8.0,2.0,2024.0,2023.0,True
2505.14064,6.0,105.0,105.0,9.0,2016.0,2018.0,True
2505.14101,4.0,90.0,90.0,14.0,2022.0,2011.0,True
2505.14135,1.0,7.0,7.0,1.0,2025.0,2024.0,True
2505.14146,1.0,9.0,9.0,16.0,2025.0,2009.0,True
2505.14157,28.0,8.0,28.0,4.0,2021.0,2023.0,True
2505.14178,7.0,3.0,7.0,1.0,2024.0,2024.0,True
2505.14231,3.0,12.0,12.0,2.0,2023.0,2023.0,True
2505.14246,8.0,42.0,42.0,2.0,2024.0,2023.0,True
2505.14256,15.0,14.0,15.0,2.0,2023.0,2023.0,True
2505.14302,9.0,2.0,9.0,1.0,2024.0,2024.0,True
2505.14321,3.0,1.0,3.0,0.0,2025.0,2025.0,True
2505.14336,14.0,104.0,104.0,24.0,2019.0,2001.0,True
2505.14352,4.0,44.0,44.0,4.0,2023.0,2021.0,True
2505.14357,2.0,2.0,2.0,1.0,2025.0,2024.0,True
2505.14395,3.0,2.0,3.0,1.0,2024.0,2025.0,True
2505.14460,1.0,5.0,5.0,2.0,2025.0,2023.0,True
2505.14462,13.0,3.0,13.0,2.0,2023.0,2024.0,True
2505.14464,8.0,8.0,8.0,1.0,2024.0,2025.0,True
2505.14467,1.0,1.0,1.0,2.0,2023.0,2023.0,True
2505.14489,8.0,6.0,8.0,3.0,2022.0,2022.0,True
2505.14513,17.0,81.0,81.0,27.0,2007.0,1998.0,True
2505.14534,5.0,0.0,5.0,1.0,2024.0,,True
2505.14556,8.0,9.0,9.0,4.0,2021.0,2021.0,True
2505.14604,0.0,17.0,17.0,18.0,2025.0,2007.0,True
2505.14625,16.0,20.0,20.0,19.0,2023.0,2006.0,True
2505.14631,1.0,34.0,34.0,8.0,2024.0,2017.0,True
2505.14633,8.0,0.0,8.0,2.0,2023.0,2025.0,True
2505.14640,1.0,33.0,33.0,2.0,2025.0,2023.0,True
2505.14648,65.0,8.0,65.0,17.0,2018.0,2008.0,True
2505.14652,37.0,33.0,37.0,5.0,2020.0,2023.0,True
2505.14669,3.0,242.0,242.0,18.0,2024.0,2007.0,True
2505.14673,2.0,1.0,2.0,8.0,2017.0,2025.0,True
2505.14674,80.0,34.0,80.0,8.0,2019.0,2017.0,True
2505.14677,5.0,4.0,5.0,3.0,2022.0,2023.0,True
2505.14680,30.0,46.0,46.0,3.0,2022.0,2023.0,True
2505.14681,16.0,4.0,16.0,6.0,2019.0,2025.0,True
2505.14683,2.0,2.0,2.0,1.0,2024.0,2024.0,True
2505.14684,,,,,,,False
2505.14752,1.0,2.0,2.0,1.0,2024.0,2024.0,True
2505.14766,1.0,1.0,1.0,1.0,2024.0,2024.0,True
2505.14810,2.0,12.0,12.0,7.0,2018.0,2023.0,True
2505.14818,5.0,2.0,5.0,29.0,1996.0,2018.0,True
2505.14827,20.0,20.0,20.0,6.0,2019.0,2021.0,True
2505.14887,7.0,6.0,7.0,7.0,2018.0,2024.0,True
2505.14990,5.0,5.0,5.0,1.0,2024.0,2024.0,True
2505.15034,2.0,3.0,3.0,3.0,2022.0,2022.0,True
2505.15045,5.0,2.0,5.0,3.0,2023.0,2022.0,True
2505.15047,5.0,2.0,5.0,2.0,2023.0,2024.0,True
2505.15134,25.0,3.0,25.0,5.0,2020.0,2024.0,True
2505.15141,4.0,2.0,4.0,3.0,2022.0,2024.0,True
2505.15146,5.0,3.0,5.0,2.0,2023.0,2025.0,True
2505.15182,4.0,3.0,4.0,2.0,2023.0,2024.0,True
2505.15210,4.0,2.0,4.0,1.0,2024.0,2024.0,True
2505.15263,0.0,5.0,5.0,3.0,2026.0,2022.0,True
2505.15270,4.0,66.0,66.0,10.0,2023.0,2015.0,True
2505.15277,14.0,35.0,35.0,3.0,2022.0,2023.0,True
2505.15389,5.0,2.0,5.0,3.0,2024.0,2022.0,True
2505.15400,0.0,0.0,0.0,0.0,2025.0,2025.0,True
2505.15404,10.0,41.0,41.0,9.0,2024.0,2016.0,True
2505.15406,15.0,1.0,15.0,2.0,2023.0,2024.0,True
2505.15517,14.0,3.0,14.0,16.0,2009.0,2023.0,True
2505.15524,3.0,1.0,3.0,1.0,2024.0,2024.0,True
2505.15612,12.0,5.0,12.0,6.0,2019.0,2024.0,True
2505.15656,10.0,41.0,41.0,9.0,2024.0,2016.0,True
2505.15692,5.0,10.0,10.0,2.0,2023.0,2024.0,True
2505.15765,6.0,6.0,6.0,2.0,2023.0,2023.0,True
2505.15776,2.0,1.0,2.0,2.0,2023.0,2025.0,True
2505.15778,7.0,4.0,7.0,3.0,2022.0,2023.0,True
2505.15779,13.0,9.0,13.0,1.0,2024.0,2024.0,True
2505.15781,25.0,8.0,25.0,5.0,2020.0,2024.0,True
2505.15791,0.0,13.0,13.0,3.0,2025.0,2022.0,True
2505.15801,11.0,18.0,18.0,18.0,2022.0,2007.0,True
2505.15804,2.0,6.0,6.0,2.0,2024.0,2023.0,True
2505.15805,3.0,3.0,3.0,13.0,2012.0,2024.0,True
2505.15809,4.0,7.0,7.0,1.0,2024.0,2024.0,True
2505.15813,1.0,8.0,8.0,2.0,2024.0,2023.0,True
2505.15816,1.0,1.0,1.0,2.0,2025.0,2023.0,True
2505.15817,10.0,12.0,12.0,3.0,2022.0,2023.0,True
2505.15865,5.0,3.0,5.0,1.0,2024.0,2024.0,True
2505.15879,8.0,7.0,8.0,2.0,2023.0,2024.0,True
2505.15929,1.0,6.0,6.0,32.0,1993.0,2024.0,True
2505.15952,19.0,102.0,102.0,16.0,2021.0,2009.0,True
2505.15960,16.0,8.0,16.0,6.0,2019.0,2023.0,True
2505.15963,6.0,14.0,14.0,2.0,2023.0,2024.0,True
2505.15966,0.0,2.0,2.0,0.0,2025.0,2025.0,True
2505.16022,14.0,6.0,14.0,7.0,2018.0,2020.0,True
2505.16048,6.0,6.0,6.0,4.0,2021.0,2021.0,True
2505.16056,6.0,14.0,14.0,2.0,2023.0,2024.0,True
2505.16088,12.0,6.0,12.0,3.0,2022.0,2024.0,True
2505.16122,8.0,6.0,8.0,1.0,2024.0,2024.0,True
2505.16134,1.0,138.0,138.0,19.0,2023.0,2006.0,True
2505.16151,5.0,1.0,5.0,2.0,2023.0,2024.0,True
2505.16170,12.0,5.0,12.0,6.0,2021.0,2019.0,True
2505.16175,1.0,5.0,5.0,0.0,2025.0,2025.0,True
2505.16181,20.0,6.0,20.0,4.0,2021.0,2023.0,True
2505.16186,12.0,2.0,12.0,7.0,2018.0,2024.0,True
2505.16192,16.0,128.0,128.0,23.0,2020.0,2002.0,True
2505.16211,8.0,33.0,33.0,17.0,2008.0,2021.0,True
2505.16265,3.0,3.0,3.0,1.0,2024.0,2024.0,True
2505.16270,9.0,10.0,10.0,2.0,2023.0,2023.0,True
2505.16293,12.0,4.0,12.0,5.0,2020.0,2023.0,True
2505.16348,13.0,36.0,36.0,2.0,2023.0,2023.0,True
2505.16400,1.0,17.0,17.0,2.0,2024.0,2023.0,True
2505.16409,4.0,29.0,29.0,24.0,2023.0,2001.0,True
2505.16410,9.0,58.0,58.0,60.0,2023.0,1965.0,True
2505.16421,14.0,0.0,14.0,7.0,2018.0,2025.0,True
2505.16459,5.0,25.0,25.0,3.0,2022.0,2023.0,True
2505.16479,,2.0,2.0,0.0,,2025.0,True
2505.16483,23.0,5.0,23.0,5.0,2020.0,2024.0,True
2505.16612,5.0,25.0,25.0,20.0,2023.0,2005.0,True
2505.16707,13.0,5.0,13.0,1.0,2024.0,2024.0,True
2505.16770,0.0,0.0,0.0,0.0,2025.0,2025.0,True
2505.16839,8.0,5.0,8.0,2.0,2023.0,2023.0,True
2505.16854,2.0,13.0,13.0,2.0,2024.0,2023.0,True
2505.16864,17.0,3.0,17.0,4.0,2021.0,2024.0,True
2505.16886,5.0,0.0,5.0,4.0,2021.0,2025.0,True
2505.16901,1.0,5.0,5.0,2.0,2024.0,2023.0,True
2505.16916,2.0,21.0,21.0,1.0,2025.0,2024.0,True
2505.16925,3.0,24.0,24.0,14.0,2024.0,2011.0,True
2505.16933,6.0,5.0,6.0,2.0,2023.0,2024.0,True
2505.16938,60.0,5.0,60.0,6.0,2019.0,2024.0,True
2505.16944,7.0,108.0,108.0,22.0,2023.0,2003.0,True
2505.16967,29.0,10.0,29.0,5.0,2020.0,2023.0,True
2505.16968,13.0,1.0,13.0,3.0,2022.0,2024.0,True
2505.16972,4.0,1.0,4.0,3.0,2022.0,2024.0,True
2505.16990,20.0,4.0,20.0,5.0,2020.0,2024.0,True
2505.16994,1.0,10.0,10.0,10.0,2025.0,2015.0,True
2505.17012,8.0,34.0,34.0,4.0,2022.0,2021.0,True
2505.17015,12.0,4.0,12.0,4.0,2021.0,2024.0,True
2505.17016,3.0,2.0,3.0,2.0,2024.0,2023.0,True
2505.17018,3.0,5.0,5.0,4.0,2021.0,2021.0,True
2505.17019,6.0,1.0,6.0,1.0,2024.0,2025.0,True
2505.17022,4.0,2.0,4.0,2.0,2023.0,2024.0,True
2505.17063,15.0,2.0,15.0,3.0,2022.0,2024.0,True
2505.17091,10.0,157.0,157.0,16.0,2024.0,2009.0,True
2505.17225,5.0,8.0,8.0,7.0,2024.0,2018.0,True
2505.17295,6.0,4.0,6.0,1.0,2024.0,2024.0,True
2505.17330,8.0,0.0,8.0,1.0,2024.0,,True
2505.17332,11.0,10.0,11.0,2.0,2024.0,2023.0,True
2505.17373,13.0,7.0,13.0,3.0,2022.0,2023.0,True
2505.17399,2.0,4.0,4.0,4.0,2024.0,2021.0,True
2505.17412,1.0,10.0,10.0,2.0,2024.0,2023.0,True
2505.17417,6.0,31.0,31.0,3.0,2024.0,2022.0,True
2505.17508,4.0,9.0,9.0,2.0,2023.0,2023.0,True
2505.17540,10.0,48.0,48.0,15.0,2012.0,2010.0,True
2505.17552,5.0,6.0,6.0,2.0,2024.0,2023.0,True
2505.17558,11.0,0.0,11.0,5.0,2020.0,2025.0,True
2505.17561,2.0,3.0,3.0,2.0,2023.0,2024.0,True
2505.17612,19.0,9.0,19.0,7.0,2018.0,2024.0,True
2505.17613,4.0,0.0,4.0,1.0,2024.0,2025.0,True
2505.17618,3.0,9.0,9.0,1.0,2024.0,2024.0,True
2505.17652,1.0,51.0,51.0,16.0,2025.0,2009.0,True
2505.17663,3.0,1.0,3.0,2.0,2023.0,2023.0,True
2505.17667,2.0,19.0,19.0,2.0,2024.0,2023.0,True
2505.17813,11.0,3.0,11.0,4.0,2021.0,2024.0,True
2505.17818,8.0,6.0,8.0,3.0,2022.0,2023.0,True
2505.17826,14.0,30.0,30.0,16.0,2023.0,2009.0,True
2505.17870,2.0,1.0,2.0,0.0,2025.0,2025.0,True
2505.17873,3.0,21.0,21.0,1.0,2024.0,2024.0,True
2505.17894,2.0,2.0,2.0,0.0,2025.0,2025.0,True
2505.17941,4.0,9.0,9.0,2.0,2023.0,2024.0,True
2505.17952,2.0,108.0,108.0,7.0,2025.0,2018.0,True
2505.17955,16.0,9.0,16.0,6.0,2019.0,2021.0,True
2505.18078,8.0,10.0,10.0,2.0,2023.0,2023.0,True
2505.18079,4.0,27.0,27.0,13.0,2023.0,2012.0,True
2505.18087,6.0,0.0,6.0,14.0,2011.0,2025.0,True
2505.18092,9.0,19.0,19.0,3.0,2022.0,2023.0,True
2505.18125,1.0,4.0,4.0,3.0,2024.0,2022.0,True
2505.18128,14.0,117.0,117.0,14.0,2021.0,2011.0,True
2505.18129,5.0,1.0,5.0,1.0,2024.0,2024.0,True
2505.18134,6.0,22.0,22.0,9.0,2023.0,2016.0,True
2505.18227,1.0,205.0,205.0,55.0,2025.0,1970.0,True
2505.18366,1.0,7.0,7.0,1.0,2024.0,2024.0,True
2505.18383,16.0,67.0,67.0,14.0,2011.0,2017.0,True
2505.18384,6.0,0.0,6.0,1.0,2024.0,2025.0,True
2505.18445,24.0,17.0,24.0,3.0,2022.0,2024.0,True
2505.18454,44.0,2.0,44.0,5.0,2020.0,2024.0,True
2505.18536,5.0,16.0,16.0,2.0,2024.0,2023.0,True
2505.18545,1.0,7.0,7.0,2.0,2024.0,2023.0,True
2505.18600,4.0,7.0,7.0,1.0,2024.0,2024.0,True
2505.18601,19.0,4.0,19.0,4.0,2021.0,2024.0,True
2505.18675,2.0,0.0,2.0,1.0,2024.0,2025.0,True
2505.18700,2.0,1.0,2.0,0.0,2025.0,2025.0,True
2505.18759,4.0,3.0,4.0,2.0,2023.0,2024.0,True
2505.18773,15.0,17.0,17.0,8.0,2024.0,2017.0,True
2505.18822,15.0,0.0,15.0,4.0,2021.0,2025.0,True
2505.18842,25.0,17.0,25.0,5.0,2020.0,2023.0,True
2505.18875,13.0,15.0,15.0,25.0,2000.0,2024.0,True
2505.18882,1.0,9.0,9.0,2.0,2025.0,2023.0,True
2505.18926,3.0,3.0,3.0,1.0,2024.0,2024.0,True
2505.18943,4.0,3.0,4.0,1.0,2024.0,2025.0,True
2505.18962,3.0,3.0,3.0,5.0,2020.0,2024.0,True
2505.19000,25.0,3.0,25.0,4.0,2021.0,2024.0,True
2505.19051,6.0,384.0,384.0,25.0,2023.0,2000.0,True
2505.19056,1.0,117.0,117.0,40.0,2024.0,1985.0,True
2505.19075,5.0,12.0,12.0,2.0,2024.0,2023.0,True
2505.19084,6.0,35.0,35.0,12.0,2013.0,2018.0,True
2505.19099,5.0,11.0,11.0,3.0,2023.0,2022.0,True
2505.19103,0.0,3.0,3.0,3.0,2025.0,2022.0,True
2505.19147,7.0,18.0,18.0,3.0,2022.0,2024.0,True
2505.19187,4.0,2.0,4.0,2.0,2023.0,2023.0,True
2505.19209,14.0,33.0,33.0,6.0,2019.0,2019.0,True
2505.19223,3.0,12.0,12.0,2.0,2024.0,2023.0,True
2505.19250,6.0,2.0,6.0,3.0,2022.0,2025.0,True
2505.19253,1.0,1.0,1.0,1.0,2024.0,2024.0,True
2505.19297,2.0,6.0,6.0,5.0,2024.0,2020.0,True
2505.19386,9.0,2.0,9.0,7.0,2018.0,2024.0,True
2505.19427,1.0,3.0,3.0,1.0,2025.0,2024.0,True
2505.19439,2.0,21.0,21.0,8.0,2017.0,2023.0,True
2505.19443,40.0,28.0,40.0,9.0,2016.0,2024.0,True
2505.19457,0.0,1.0,1.0,0.0,2026.0,2025.0,True
2505.19590,50.0,10.0,50.0,6.0,2019.0,2024.0,True
2505.19602,0.0,35.0,35.0,2.0,2026.0,2023.0,True
2505.19621,23.0,63.0,63.0,23.0,2014.0,2002.0,True
2505.19630,4.0,4.0,4.0,18.0,2024.0,2007.0,True
2505.19640,3.0,7.0,7.0,1.0,2024.0,2024.0,True
2505.19641,7.0,4.0,7.0,2.0,2023.0,2023.0,True
2505.19650,4.0,1.0,4.0,1.0,2024.0,2025.0,True
2505.19731,25.0,25.0,25.0,12.0,2020.0,2013.0,True
2505.19752,5.0,37.0,37.0,7.0,2023.0,2018.0,True
2505.19788,6.0,2.0,6.0,1.0,2024.0,2025.0,True
2505.19815,3.0,3.0,3.0,4.0,2021.0,2024.0,True
2505.19897,24.0,10.0,24.0,3.0,2022.0,2024.0,True
2505.19914,9.0,6.0,9.0,4.0,2024.0,2021.0,True
2505.19949,6.0,2.0,6.0,2.0,2023.0,2025.0,True
2505.19955,3.0,19.0,19.0,6.0,2023.0,2019.0,True
2505.20046,1.0,41.0,41.0,11.0,2024.0,2014.0,True
2505.20047,6.0,8.0,8.0,3.0,2022.0,2025.0,True
2505.20088,17.0,20.0,20.0,4.0,2021.0,2023.0,True
2505.20139,1.0,6.0,6.0,0.0,2025.0,2025.0,True
2505.20152,2.0,109.0,109.0,22.0,2023.0,2003.0,True
2505.20256,1.0,36.0,36.0,3.0,2025.0,2022.0,True
2505.20258,2.0,17.0,17.0,4.0,2024.0,2021.0,True
2505.20259,5.0,7.0,7.0,2.0,2023.0,2025.0,True
2505.20275,3.0,8.0,8.0,7.0,2018.0,2024.0,True
2505.20278,4.0,7.0,7.0,3.0,2022.0,2022.0,True
2505.20279,2.0,8.0,8.0,2.0,2025.0,2023.0,True
2505.20282,8.0,1.0,8.0,2.0,2023.0,2025.0,True
2505.20285,10.0,17.0,17.0,3.0,2022.0,2024.0,True
2505.20286,11.0,5.0,11.0,1.0,2024.0,2024.0,True
2505.20287,1.0,81.0,81.0,9.0,2024.0,2016.0,True
2505.20289,4.0,1.0,4.0,1.0,2024.0,2025.0,True
2505.20292,7.0,8.0,8.0,1.0,2024.0,2024.0,True
2505.20298,11.0,18.0,18.0,11.0,2014.0,2022.0,True
2505.20322,17.0,93.0,93.0,9.0,2019.0,2016.0,True
